loss,mae,rmse,val_loss,val_mae,val_rmse,learning_rate
0.07334409654140472,0.20160673558712006,0.27082115411758423,0.06095143035054207,0.19199423491954803,0.24688343703746796,6.25000029685907e-05
0.07076455652713776,0.19891025125980377,0.2660160958766937,0.065122090280056,0.2004116177558899,0.25519031286239624,6.25000029685907e-05
0.07120095938444138,0.19934898614883423,0.26683509349823,0.06440240144729614,0.19919727742671967,0.25377628207206726,6.25000029685907e-05
0.07279506325721741,0.20243027806282043,0.2698056101799011,0.06929022073745728,0.20848451554775238,0.2632303535938263,6.25000029685907e-05
0.07086591422557831,0.1998796910047531,0.2662065327167511,0.0676395446062088,0.20509473979473114,0.26007604598999023,6.25000029685907e-05
0.07128553837537766,0.19911856949329376,0.26699352264404297,0.06588419526815414,0.2012416422367096,0.2566791772842407,6.25000029685907e-05
0.07147226482629776,0.19945581257343292,0.2673429846763611,0.06340089440345764,0.19737090170383453,0.25179535150527954,3.125000148429535e-05
0.07032790035009384,0.19902028143405914,0.2651940882205963,0.06267580389976501,0.19583801925182343,0.2503513693809509,3.125000148429535e-05
0.07236868143081665,0.20144306123256683,0.26901426911354065,0.06618455052375793,0.2037336379289627,0.25726357102394104,3.125000148429535e-05
0.07291294634342194,0.20192281901836395,0.27002397179603577,0.06272771954536438,0.1957363486289978,0.25045502185821533,3.125000148429535e-05
0.07051464915275574,0.19840149581432343,0.26554593443870544,0.06619498133659363,0.20285767316818237,0.25728386640548706,3.125000148429535e-05
0.06989653408527374,0.19682586193084717,0.2643795311450958,0.06562205404043198,0.20205746591091156,0.256168007850647,1.5625000742147677e-05
0.06977596133947372,0.1976303905248642,0.264151394367218,0.0659271776676178,0.2022511065006256,0.25676289200782776,1.5625000742147677e-05
0.06943592429161072,0.19797419011592865,0.2635069787502289,0.0648610070347786,0.2002808004617691,0.25467824935913086,1.5625000742147677e-05
0.07163725048303604,0.19948545098304749,0.26765134930610657,0.06294418126344681,0.19643020629882812,0.25088679790496826,1.5625000742147677e-05
0.07062356919050217,0.1991749405860901,0.2657509446144104,0.06491079181432724,0.20026473701000214,0.2547759711742401,1.5625000742147677e-05
